,tconst,isAdult,startYear,runtimeMinutes,genre_1,genre_2,genre_3,directors,title,averageRating,numVotes,primaryName
0,tt0036606,0,1983,118,Drama,War,,nm0705535,Les Coeurs captifs,6.5,335,Michael Radford
1,tt0087803,0,1984,113,Drama,Sci-Fi,,nm0705535,1984,7.1,74400,Michael Radford
2,tt0094317,0,1987,107,Crime,Drama,Mystery,nm0705535,Sur la route de Nairobi,6.4,2943,Michael Radford
3,tt0038687,0,1980,58,Documentary,War,,nm0001379,Que la lumière soit,7.4,1929,John Huston
4,tt0065950,0,1970,120,Crime,Drama,Thriller,nm0001379,La lettre du Kremlin,6.2,2192,John Huston
5,tt0068575,0,1972,96,Drama,Sport,,nm0001379,La dernière chance,7.3,9740,John Huston
6,tt0068853,0,1972,120,Comedy,Drama,Romance,nm0001379,Juge et hors-la-loi,6.9,8847,John Huston
7,tt0070351,0,1973,98,Thriller,,,nm0001379,Le piège,6.3,4822,John Huston
8,tt0073341,0,1975,129,Adventure,War,,nm0001379,L'homme qui voulut être roi,7.8,50288,John Huston
9,tt0080140,0,1979,106,Comedy,Drama,,nm0001379,Le malin,6.9,6082,John Huston
10,tt0081334,0,1980,91,Drama,Horror,Thriller,nm0001379,Phobia,4.1,727,John Huston
11,tt0083284,0,1981,116,Drama,Sport,War,nm0001379,À nous la victoire,6.6,31830,John Huston
12,tt0083564,0,1982,126,Comedy,Drama,Family,nm0001379,Annie,6.6,47044,John Huston
13,tt0088322,0,1984,112,Drama,,,nm0001379,Au-dessous du volcan,6.9,5895,John Huston
14,tt0089841,0,1985,130,Comedy,Crime,Drama,nm0001379,L'honneur des Prizzi,6.7,25331,John Huston
15,tt0092843,0,1987,83,Drama,,,nm0001379,Gens de Dublin,7.2,8443,John Huston
16,tt0039442,0,1973,88,Drama,,,nm0349426,"Parle, petite muette",6.1,156,Manuel Gutiérrez Aragón
17,tt0078998,0,1979,100,Drama,,,nm0349426,Le coeur de la forêt,6.4,97,Manuel Gutiérrez Aragón
18,tt0083813,0,1982,97,Drama,,,nm0349426,Démons dans le jardin,6.3,281,Manuel Gutiérrez Aragón
19,tt0091531,0,1986,127,Drama,,,nm0349426,L'autre moitié du ciel,6.7,419,Manuel Gutiérrez Aragón
20,tt0044952,0,1977,127,Drama,,,nm0315547,Le citoyen,8.0,222,Ritwik Ghatak
21,tt0070809,0,1973,159,Drama,,,nm0315547,Une rivière nommée Titash,7.2,1236,Ritwik Ghatak
22,tt0058950,0,1973,95,Comedy,Musical,,nm0149631,Le vendeur de bagues,7.3,169,Youssef Chahine
23,tt0063337,0,1972,105,Drama,,,nm0149631,"Un jour, le Nil",6.6,94,Youssef Chahine
24,tt0064038,0,1970,130,Drama,,,nm0149631,La terre,8.0,2204,Youssef Chahine
25,tt0064182,0,1971,89,Adventure,Drama,Romance,nm0149631,Sables d'or,6.6,40,Youssef Chahine
26,tt0065879,0,1971,103,Drama,Mystery,,nm0149631,Le choix,7.5,383,Youssef Chahine
27,tt0068225,0,1972,105,Drama,,,nm0149631,Le moineau,6.9,347,Youssef Chahine
28,tt0074168,0,1978,120,Crime,Drama,Musical,nm0149631,Le retour du fils prodigue,7.1,864,Youssef Chahine
29,tt0077751,0,1979,133,Drama,,,nm0149631,Alexandrie pourquoi?,7.3,1871,Youssef Chahine
30,tt0088383,0,1985,115,Drama,History,War,nm0149631,Adieu Bonaparte,6.2,343,Youssef Chahine
31,tt0091960,0,1986,105,Comedy,Drama,,nm0149631,Le sixième jour,7.0,469,Youssef Chahine
32,tt0058994,0,1976,91,Action,Crime,Drama,nm0156966,Doigts de Bruce Lee,4.9,199,Joseph Velasco
33,tt0066477,0,1972,84,Action,,,nm0156966,L'emmerdeur chinois,5.9,52,Joseph Velasco
34,tt0076620,0,1977,96,Action,Adventure,Crime,nm0156966,Le Cri qui tue,4.7,122,Joseph Velasco
35,tt0079076,0,1978,87,Action,Drama,,nm0156966,Roi de Shaolin,5.6,158,Joseph Velasco
36,tt0081652,0,1979,90,Action,Drama,,nm0156966,Le Vainqueur,6.1,56,Joseph Velasco
37,tt0083696,0,1977,88,Action,Crime,Drama,nm0156966,Viva Bruce Lee,6.0,48,Joseph Velasco
38,tt0188712,0,1973,92,Action,Drama,,nm0156966,Dent pour dent,5.2,20,Joseph Velasco
39,tt0201204,0,1973,86,Action,Drama,,nm0156966,L'homme aux mains d'acier,6.0,53,Joseph Velasco
40,tt0201987,0,1987,90,Action,,,nm0156966,Delta Connection,3.6,91,Joseph Velasco
41,tt0059325,0,1990,100,Drama,Romance,,nm0127158,Génération 45,6.4,252,Jürgen Böttcher
42,tt0060967,0,1970,91,Comedy,,,nm0554632,Una señora estupenda,4.9,10,Eugenio Martín
43,tt0066623,0,1971,88,Mystery,Romance,Thriller,nm0554632,Meurtre dans la piscine,5.7,378,Eugenio Martín
44,tt0068246,0,1971,92,Comedy,Romance,Western,nm0554632,Les quatre mercenaires d'El Paso,4.6,945,Eugenio Martín
45,tt0068713,0,1972,91,Adventure,Horror,Sci-Fi,nm0554632,Terreur dans le Shanghaï-Express,6.5,11665,Eugenio Martín
46,tt0069057,0,1972,92,Action,Biography,Comedy,nm0554632,Pancho Villa,4.6,677,Eugenio Martín
47,tt0070869,0,1973,83,Horror,,,nm0554632,Una vela para el diablo,5.7,1049,Eugenio Martín
48,tt0074267,0,1976,101,Drama,,,nm0554632,Call-Girl,5.6,17,Eugenio Martín
49,tt0083101,0,1981,100,Horror,,,nm0554632,Surnaturel,5.3,60,Eugenio Martín
50,tt0062181,0,1981,76,Drama,,,nm0804592,Haut les mains!,6.5,374,Jerzy Skolimowski
51,tt0065375,0,1970,92,Adventure,Comedy,History,nm0804592,Les aventures du brigadier Gérard,4.9,337,Jerzy Skolimowski
52,tt0066122,0,1970,92,Comedy,Drama,Romance,nm0804592,Grand Bain,7.2,6698,Jerzy Skolimowski
53,tt0068806,0,1972,94,Comedy,,,nm0804592,"Roi, dame, valet",5.4,280,Jerzy Skolimowski
54,tt0078259,0,1978,86,Drama,Horror,,nm0804592,Le cri du sorcier,6.6,4710,Jerzy Skolimowski
55,tt0084354,0,1982,97,Drama,,,nm0804592,Travail au noir,7.3,3153,Jerzy Skolimowski
56,tt0088200,0,1984,91,Drama,,,nm0804592,Le succès à tout prix,5.8,230,Jerzy Skolimowski
57,tt0089491,0,1985,89,Crime,Drama,Thriller,nm0804592,Le bateau phare,6.3,987,Jerzy Skolimowski
58,tt0096755,0,1989,101,Drama,Romance,,nm0804592,Les eaux printanières,5.8,400,Jerzy Skolimowski
59,tt0062690,0,1970,93,Drama,Horror,,nm0596261,L'éveil de la bête,5.8,1208,José Mojica Marins
60,tt0071479,0,1974,100,Horror,,,nm0596261,Exorcisme noir,6.0,274,José Mojica Marins
61,tt0062701,0,1970,99,Drama,Fantasy,Horror,nm0002194,"Balsamus, l'homme de Satan",6.1,77,Pupi Avati
62,tt0074287,0,1976,110,Horror,Mystery,Thriller,nm0002194,La maison aux fenêtres qui rient,7.0,5575,Pupi Avati
63,tt0079958,0,1979,100,Fantasy,History,Romance,nm0002194,L'étrange visite,7.1,99,Pupi Avati
64,tt0081993,0,1981,112,Musical,Romance,,nm0002194,Aide-moi à rêver,6.1,46,Pupi Avati
65,tt0086636,0,1983,98,Horror,Mystery,,nm0002194,Zeder : Les Voix de l'au-delà,6.2,2327,Pupi Avati
66,tt0087813,0,1984,88,Biography,History,,nm0002194,Une saison italienne,6.7,86,Pupi Avati
67,tt0098390,0,1989,92,Comedy,Drama,Romance,nm0002194,Histoire de garçons et de filles,6.7,215,Pupi Avati
68,tt0158508,0,1976,100,Comedy,Musical,,nm0002194,La cage aux minets,5.4,151,Pupi Avati
69,tt0167281,0,1975,110,Comedy,Drama,,nm0002194,La mazurka du Baron,6.4,255,Pupi Avati
70,tt0062847,0,1970,83,Drama,,,nm0765430,Caresses interdites,4.8,378,Joseph W. Sarno
71,tt0069914,0,1974,105,Adventure,Drama,,nm0765430,Echanges,5.6,623,Joseph W. Sarno
72,tt0070066,0,1973,103,Horror,,,nm0765430,Le Château des messes noires,4.7,749,Joseph W. Sarno
73,tt0063018,0,1979,99,Action,Drama,,nm0346640,Karatékas contre trafiquants d'or,5.8,131,Chih-Hung Kuei
74,tt0071189,0,1973,110,Action,Drama,Thriller,nm0346640,Camps d'amour pour chiens jaunes,5.4,574,Chih-Hung Kuei
75,tt0073696,0,1974,99,Drama,Horror,Thriller,nm0346640,The Killer Snakes,6.1,357,Chih-Hung Kuei
76,tt0445410,0,1974,98,Horror,,,nm0346640,Ghost eyes,6.1,89,Chih-Hung Kuei
77,tt0934571,0,1981,81,Crime,Horror,Mystery,nm0346640,Corpse Mania,6.3,404,Chih-Hung Kuei
78,tt2058740,0,1976,95,Crime,Thriller,,nm0346640,La chevauchée meurtrière,6.5,68,Chih-Hung Kuei
79,tt0063066,0,1970,100,Action,Crime,,nm0441397,Lady Yakuza: Le retour d'Oryu,6.7,129,Tai Katô
80,tt0067199,0,1971,93,Crime,Drama,,nm0441397,Lady Yakuza: Prépare-toi à mourir,6.9,86,Tai Katô
81,tt0063137,0,1970,103,Action,Adventure,,nm0624535,Les héros de Yucca,5.4,159,Jean Negulesco
82,tt0063499,0,1970,80,Drama,,,nm0078464,Remparts d'argile,6.5,121,Jean-Louis Bertuccelli
83,tt0069065,0,1972,111,Drama,Romance,,nm0078464,Paulina 1880,5.7,31,Jean-Louis Bertuccelli
84,tt0070477,0,1974,\N,Drama,,,nm0078464,On s'est trompé d'histoire d'amour,6.5,40,Jean-Louis Bertuccelli
85,tt0072887,0,1976,100,Drama,Romance,,nm0078464,Docteur Françoise Gailland,6.0,224,Jean-Louis Bertuccelli
86,tt0076179,0,1977,102,Comedy,Drama,,nm0078464,L'imprécateur,6.8,105,Jean-Louis Bertuccelli
87,tt0084143,0,1982,90,Crime,Drama,,nm0078464,Interdit aux moins de 13 ans,5.8,22,Jean-Louis Bertuccelli
88,tt0088197,0,1984,82,Crime,Drama,Thriller,nm0078464,Stress,4.8,72,Jean-Louis Bertuccelli
89,tt0064031,0,1970,\N,Comedy,,,nm0320946,L'année de la contestation,5.2,129,Marino Girolami
90,tt0068463,0,1972,92,Comedy,,,nm0320946,Les nouveaux contes érotiques de Boccace,4.7,57,Marino Girolami
91,tt0073067,0,1975,95,Comedy,,,nm0320946,Ah mon petit puceau,5.0,354,Marino Girolami
92,tt0073398,0,1975,100,Comedy,,,nm0320946,Marche pas sur ma virginité,5.1,349,Marino Girolami
93,tt0073633,0,1975,89,Action,Crime,Drama,nm0320946,Rome violente,6.6,653,Marino Girolami
94,tt0079072,0,1979,86,Comedy,,,nm0320946,Le trou aux folles,5.2,198,Marino Girolami
95,tt0079788,0,1980,84,Adventure,Horror,Mystery,nm0320946,La Terreur des zombies,5.2,5619,Marino Girolami
96,tt0082904,0,1981,92,Comedy,,,nm0320946,Le cancre du bahut,4.9,491,Marino Girolami
97,tt0179901,0,1976,101,Action,Crime,Thriller,nm0320946,Flic en jean,6.6,550,Marino Girolami
98,tt0198273,0,1974,90,Comedy,,,nm0320946,Quatre zizis au garde à vous,4.1,105,Marino Girolami
99,tt0200052,0,1976,99,Action,Crime,Drama,nm0320946,L'autre côté de la violence,6.9,189,Marino Girolami
100,tt0202583,0,1975,105,Crime,Drama,,nm0320946,Le châtiment,5.3,24,Marino Girolami
101,tt0064065,0,1970,86,Crime,,,nm0409757,Le clan des gangsters,3.9,28,Ignacio F. Iquino
102,tt0066930,0,1971,90,Western,,,nm0409757,Quatre salopards pour Garringo,4.1,50,Ignacio F. Iquino
103,tt0068563,0,1972,96,Comedy,Western,,nm0409757,Fabuleux Trinita,4.5,24,Ignacio F. Iquino
104,tt0071310,0,1974,116,Drama,,,nm0409757,Chicas de alquiler,4.5,32,Ignacio F. Iquino
105,tt0082131,0,1981,93,Comedy,,,nm0409757,Où sont les hommes?,4.6,142,Ignacio F. Iquino
106,tt0064078,0,1970,90,Drama,,,nm0155469,Les belles au bois dormantes,3.5,59,Pierre Chenal
107,tt0064106,0,1970,93,Drama,Thriller,,nm0001031,Le boucher,7.3,8956,Claude Chabrol
108,tt0066318,0,1970,124,Drama,,,nm0001031,La rupture,7.2,1814,Claude Chabrol
109,tt0068492,0,1972,95,Comedy,,,nm0001031,Docteur Popaul,5.8,689,Claude Chabrol
110,tt0068521,0,1971,110,Drama,Mystery,,nm0001031,La décade prodigieuse,6.1,916,Claude Chabrol
111,tt0070453,0,1973,95,Crime,Drama,Thriller,nm0001031,Les noces rouges,6.9,1952,Claude Chabrol
112,tt0071890,0,1974,133,Thriller,,,nm0001031,Nada,6.6,1094,Claude Chabrol
113,tt0072342,0,1975,101,Drama,,,nm0001031,Une partie de plaisir,6.4,679,Claude Chabrol
114,tt0073001,0,1976,107,Comedy,,,nm0001031,Folies bourgeoises,4.3,322,Claude Chabrol
115,tt0073169,0,1975,125,Crime,Thriller,,nm0001031,Les innocents aux mains sales,6.8,2231,Claude Chabrol
116,tt0073221,0,1971,106,Crime,Drama,,nm0001031,Juste avant la nuit,7.2,2163,Claude Chabrol
117,tt0074114,0,1977,93,Drama,Fantasy,Mystery,nm0001031,Alice ou la dernière fugue,6.7,1148,Claude Chabrol
118,tt0074843,0,1975,97,Drama,Thriller,,nm0001031,Les magiciens,5.1,174,Claude Chabrol
119,tt0078467,0,1978,124,Crime,Drama,Thriller,nm0001031,Violette Nozière,7.1,2430,Claude Chabrol
120,tt0078962,0,1980,120,Drama,,,nm0001031,Le cheval d'orgueil,6.2,282,Claude Chabrol
121,tt0083925,0,1982,120,Crime,Mystery,Thriller,nm0001031,Les fantômes du chapelier,7.1,1205,Claude Chabrol
122,tt0089832,0,1985,110,Crime,Mystery,Thriller,nm0001031,Poulet au vinaigre,6.5,2109,Claude Chabrol
123,tt0091270,0,1986,100,Crime,Drama,Mystery,nm0001031,Inspecteur Lavardin,6.5,1434,Claude Chabrol
124,tt0092797,0,1987,102,Drama,Mystery,Romance,nm0001031,Le Cri du hibou,6.3,1022,Claude Chabrol
125,tt0093505,0,1987,100,Crime,Drama,Mystery,nm0001031,Masques,6.8,1645,Claude Chabrol
126,tt0096336,0,1988,108,Drama,History,Romance,nm0001031,Une affaire de femmes,7.5,5249,Claude Chabrol
127,tt0099445,0,1990,116,Crime,Drama,Mystery,nm0001031,Docteur M.,4.8,498,Claude Chabrol
128,tt0099901,0,1990,120,Drama,,,nm0001031,Jours tranquilles à Clichy,4.8,712,Claude Chabrol
129,tt0064121,0,1970,85,Drama,,,nm0439767,Camarades,6.2,42,Marin Karmitz
130,tt0122444,0,1972,89,Drama,,,nm0439767,Coup pour coup,6.6,124,Marin Karmitz
131,tt0064126,0,1970,96,Action,Crime,Drama,nm0466010,Gymkana,5.0,252,Pierre Koralnik
132,tt0069209,0,1973,94,Drama,,,nm0466010,La sainte famille,6.0,10,Pierre Koralnik
133,tt0064144,0,1970,111,Drama,,,nm0196088,O Cerco,7.0,125,António da Cunha Telles
134,tt0064150,0,1970,81,Western,,,nm0459567,Le défi des Mac Kenna,5.9,80,León Klimovsky
135,tt0065845,0,1971,81,Adventure,Drama,,nm0459567,L'homme qui venait de la haine,5.6,19,León Klimovsky
136,tt0066160,0,1971,86,Horror,,,nm0459567,La Furie des vampires,5.3,1873,León Klimovsky
137,tt0067035,0,1971,94,Action,Drama,Romance,nm0459567,"Ça va chauffer, Sartana revient!",5.7,170,León Klimovsky
138,tt0070312,0,1975,85,Crime,Mystery,Thriller,nm0459567,Red killer,5.7,588,León Klimovsky
139,tt0071415,0,1974,95,Adventure,Horror,,nm0459567,Le maréchal de l'enfer,4.5,401,León Klimovsky
140,tt0076885,0,1978,87,Horror,Thriller,,nm0459567,Trauma,5.4,440,León Klimovsky
141,tt0064165,0,1970,89,Drama,Romance,,nm0767110,Les choses de la vie,7.5,5228,Claude Sautet
142,tt0067409,0,1971,112,Crime,Drama,Romance,nm0767110,Max et les ferrailleurs,7.3,2938,Claude Sautet
143,tt0068441,0,1972,111,Drama,Romance,,nm0767110,César et Rosalie,7.3,3607,Claude Sautet
144,tt0072368,0,1974,118,Drama,,,nm0767110,"Vincent, François, Paul et les autres...",7.3,2544,Claude Sautet
145,tt0074840,0,1976,135,Drama,,,nm0767110,Mado,6.6,856,Claude Sautet
146,tt0075975,0,1978,107,Drama,Romance,,nm0767110,Une histoire simple,6.9,1326,Claude Sautet
147,tt0081678,0,1980,110,Drama,,,nm0767110,Un mauvais fils,7.3,1279,Claude Sautet
148,tt0085576,0,1983,102,Comedy,Drama,Romance,nm0767110,Garçon,6.3,792,Claude Sautet
149,tt0095943,0,1988,131,Comedy,Drama,Romance,nm0767110,Quelques jours avec moi,6.9,1063,Claude Sautet
150,tt0064170,0,1970,88,Drama,,,nm0701773,Les liaisons particulières,4.5,132,Max Pécas
151,tt0065915,0,1971,103,Comedy,Fantasy,,nm0701773,Je suis une nymphomane,4.6,270,Max Pécas
152,tt0068759,0,1972,99,Drama,,,nm0701773,Je suis frigide... pourquoi?,3.9,170,Max Pécas
153,tt0069892,0,1974,85,Drama,,,nm0701773,Club privé,4.6,77,Max Pécas
154,tt0073124,0,1979,95,Comedy,,,nm0701773,On est venu là pour s'éclater,3.7,108,Max Pécas
155,tt0076309,0,1977,85,Comedy,,,nm0701773,Marche pas sur mes lacets,3.8,85,Max Pécas
156,tt0081745,0,1980,90,Comedy,,,nm0701773,Mieux vaut être riche et bien portant que fauché et mal foutu,3.2,154,Max Pécas
157,tt0082057,0,1981,90,Comedy,Crime,,nm0701773,"Belles, blondes et bronzées",3.2,118,Max Pécas
158,tt0085272,0,1983,85,Comedy,,,nm0701773,Les branchés à Saint-Tropez,3.8,293,Max Pécas
159,tt0087002,0,1985,96,Crime,Thriller,,nm0701773,Brigade des moeurs,5.7,255,Max Pécas
160,tt0089727,0,1987,86,Comedy,,,nm0701773,On se calme et on boit frais à Saint-Tropez,3.5,282,Max Pécas
161,tt0201918,0,1974,86,Drama,,,nm0701773,Sexuellement vôtre,4.3,63,Max Pécas
162,tt0234384,0,1982,91,Comedy,,,nm0701773,On n'est pas sorti de l'auberge...,3.5,181,Max Pécas
163,tt0272071,0,1986,87,Comedy,,,nm0701773,Deux enfoirés à Saint-Tropez,3.5,172,Max Pécas
164,tt0272078,0,1978,88,Comedy,,,nm0701773,Bidasses academy,2.9,67,Max Pécas
165,tt0064177,0,1970,100,Sci-Fi,Thriller,,nm0765121,Le cerveau d'acier,7.1,9391,Joseph Sargent
166,tt0068912,0,1972,93,Drama,,,nm0765121,Le numéro quatre,6.9,386,Joseph Sargent
167,tt0070915,0,1973,101,Action,Crime,Drama,nm0765121,Les bootleggers,6.4,5169,Joseph Sargent
168,tt0072251,0,1974,104,Action,Crime,Thriller,nm0765121,Les pirates du métro,7.6,32592,Joseph Sargent
169,tt0076342,0,1977,130,Biography,Drama,History,nm0765121,"MacArthur, le général rebelle",6.5,4839,Joseph Sargent
170,tt0079225,0,1979,104,Drama,Sci-Fi,Sport,nm0765121,De l'or au bout de la piste,4.7,475,Joseph Sargent
171,tt0086014,0,1983,99,Horror,Sci-Fi,,nm0765121,En plein cauchemar,5.7,3480,Joseph Sargent
172,tt0093300,0,1987,89,Adventure,Horror,Thriller,nm0765121,Les Dents de la mer 4 : La Revanche,3.0,47120,Joseph Sargent
173,tt0064188,0,1970,96,Horror,Thriller,,nm0316830,Le Mannequin défiguré,5.2,785,Alan Gibson
174,tt0065790,0,1970,89,Crime,Drama,Horror,nm0316830,Goodbye Gemini,5.4,431,Alan Gibson
175,tt0068505,0,1972,96,Horror,,,nm0316830,Dracula 73,5.9,7010,Alan Gibson
176,tt0070634,0,1973,87,Horror,,,nm0316830,Dracula vit toujours à Londres,5.5,6518,Alan Gibson
177,tt0064195,0,1970,124,Adventure,War,,nm0148959,4 déserteurs,3.9,24,Pascual Cervera
178,tt0064225,0,1970,105,Crime,Drama,Mystery,nm0320510,Dernier domicile connu,6.9,1775,José Giovanni
179,tt0067632,0,1971,120,Crime,Drama,,nm0320510,Un aller simple,6.0,210,José Giovanni
180,tt0069237,0,1972,101,Crime,Drama,,nm0320510,La scoumoune,6.1,1183,José Giovanni
181,tt0069967,0,1973,100,Crime,Drama,,nm0320510,Deux hommes dans la ville,7.3,4695,José Giovanni
182,tt0071557,0,1975,102,Crime,Drama,,nm0320510,Le Gitan,6.3,1142,José Giovanni
183,tt0074333,0,1976,100,Crime,Drama,,nm0320510,Comme un boomerang,6.1,597,José Giovanni
184,tt0080186,0,1979,115,Action,Crime,Drama,nm0320510,Les égouts du paradis,6.1,316,José Giovanni
185,tt0081684,0,1981,103,Drama,,,nm0320510,Une robe noire pour un tueur,6.1,190,José Giovanni
186,tt0086214,0,1983,108,Adventure,Crime,,nm0320510,Le ruffian,6.0,828,José Giovanni
187,tt0091437,0,1985,105,Action,Crime,Drama,nm0320510,Les loups entre eux,5.2,164,José Giovanni
188,tt0095651,0,1988,120,Drama,War,,nm0320510,Mon ami le traître,5.8,173,José Giovanni
189,tt0180032,0,1971,110,Action,Adventure,Drama,nm0320510,Où est passé Tom ?,5.9,126,José Giovanni
190,tt0064273,0,1970,100,Horror,Western,,nm0546672,"Un homme, un cheval, un fusil",6.6,1450,Antonio Margheriti
191,tt0065842,0,1970,95,Comedy,Fantasy,Romance,nm0546672,Mister Superinvisible,4.2,151,Antonio Margheriti
192,tt0066132,0,1971,102,Horror,,,nm0546672,Les fantômes de Hurlevent,5.6,773,Antonio Margheriti
193,tt0068415,0,1973,95,Horror,Mystery,Thriller,nm0546672,Les diablesses,5.8,1517,Antonio Margheriti
194,tt0068589,0,1972,90,Comedy,,,nm0546672,Les mille et une nuits érotiques,5.3,144,Antonio Margheriti
195,tt0069028,0,1972,\N,Comedy,,,nm0546672,Décaméron 3,6.2,10,Antonio Margheriti
196,tt0070646,0,1973,103,Action,Comedy,,nm0546672,Hercule contre karaté,3.6,134,Antonio Margheriti
197,tt0071784,0,1974,105,Comedy,Western,,nm0546672,Dakota,5.8,982,Antonio Margheriti
198,tt0073784,0,1975,103,Drama,Western,,nm0546672,La chevauchée terrible,5.7,1345,Antonio Margheriti
199,tt0074342,0,1976,98,Crime,Thriller,,nm0546672,L'ombre d'un tueur,5.2,836,Antonio Margheriti
200,tt0077800,0,1979,101,Horror,Sci-Fi,Thriller,nm0546672,L'invasion des piranhas,4.1,2209,Antonio Margheriti
201,tt0078313,0,1978,99,Comedy,Crime,Drama,nm0546672,Le renard de Brooklyn,5.3,421,Antonio Margheriti
202,tt0080379,0,1980,96,Drama,Fantasy,Horror,nm0546672,Pulsions cannibales,5.5,4004,Antonio Margheriti
203,tt0080501,0,1981,95,Action,,,nm0546672,L'enfer en 4ème vitesse,3.9,144,Antonio Margheriti
204,tt0083205,0,1982,96,Action,War,,nm0546672,Tiger Joe,5.2,173,Antonio Margheriti
205,tt0084104,0,1982,95,Action,Adventure,Crime,nm0546672,Les aventuriers du cobra d'or,5.0,374,Antonio Margheriti
206,tt0084935,0,1983,89,Action,Adventure,Fantasy,nm0546672,"Yor, le chasseur du futur",4.3,3351,Antonio Margheriti
207,tt0086339,0,1984,98,Action,Adventure,Crime,nm0546672,Le temple du dieu soleil,4.9,329,Antonio Margheriti
208,tt0086459,0,1983,90,Action,Drama,War,nm0546672,Ultime combat,5.3,286,Antonio Margheriti
209,tt0087068,0,1984,101,Action,,,nm0546672,Nom de code: Oies sauvages,5.1,1051,Antonio Margheriti
210,tt0087594,0,1980,95,Action,Drama,Thriller,nm0546672,Héros d'apocalypse,5.9,959,Antonio Margheriti
211,tt0087607,0,1985,95,Action,Adventure,,nm0546672,Les aventuriers de l'enfer,4.7,180,Antonio Margheriti
212,tt0089436,0,1985,103,Action,,,nm0546672,Commando leopard,5.0,539,Antonio Margheriti
213,tt0094899,0,1988,105,Action,War,,nm0546672,Le Triangle de la peur,4.8,431,Antonio Margheriti
214,tt0096785,0,1989,91,Horror,Sci-Fi,,nm0546672,Alien - La créature des abysses,4.0,697,Antonio Margheriti
215,tt0064279,0,1970,78,Comedy,,,nm0439099,Une nuit de folie,6.6,65,Ferenc Kardos
216,tt0097595,0,1989,93,Drama,,,nm0439099,Truants,6.9,32,Ferenc Kardos
217,tt0064285,0,1970,83,Biography,Drama,History,nm0000076,L'enfant sauvage,7.5,8539,François Truffaut
218,tt0065651,0,1970,97,Comedy,Drama,Romance,nm0000076,Domicile conjugal,7.4,9996,François Truffaut
219,tt0066989,0,1971,130,Drama,Romance,,nm0000076,Les deux Anglaises,7.2,5630,François Truffaut
220,tt0069442,0,1972,98,Comedy,Crime,Drama,nm0000076,Une belle fille comme moi,6.5,2656,François Truffaut
221,tt0070460,0,1973,116,Comedy,Drama,Romance,nm0000076,La nuit américaine,8.0,23703,François Truffaut
222,tt0073114,0,1975,96,Biography,Drama,History,nm0000076,L'histoire d'Adèle H.,7.2,8531,François Truffaut
223,tt0074152,0,1976,104,Comedy,Drama,,nm0000076,L'argent de poche,7.6,6142,François Truffaut
224,tt0076155,0,1977,120,Comedy,Drama,Romance,nm0000076,L'homme qui aimait les femmes,7.4,7038,François Truffaut
225,tt0077315,0,1978,94,Drama,,,nm0000076,La chambre verte,6.9,3185,François Truffaut
226,tt0078771,0,1979,94,Comedy,Drama,Romance,nm0000076,L'amour en fuite,7.0,7177,François Truffaut
227,tt0080610,0,1980,131,Drama,Romance,War,nm0000076,Le dernier métro,7.4,14859,François Truffaut
228,tt0082370,0,1981,106,Drama,Romance,,nm0000076,La femme d'à côté,7.2,8282,François Truffaut
229,tt0086551,0,1983,110,Comedy,Crime,Mystery,nm0000076,Vivement dimanche!,7.2,7143,François Truffaut
230,tt0064294,0,1970,90,Crime,Thriller,,nm0335133,La horse,6.9,908,Pierre Granier-Deferre
231,tt0066906,0,1971,86,Drama,,,nm0335133,Le chat,7.5,2252,Pierre Granier-Deferre
232,tt0067943,0,1971,92,Action,Drama,Romance,nm0335133,La veuve Couderc,6.9,1881,Pierre Granier-Deferre
233,tt0068587,0,1973,100,Drama,,,nm0335133,Le fils,5.8,118,Pierre Granier-Deferre
234,tt0070588,0,1974,90,Drama,,,nm0335133,La race des 'seigneurs',5.8,509,Pierre Granier-Deferre
235,tt0070826,0,1973,95,Drama,Romance,War,nm0335133,Le train,6.9,1618,Pierre Granier-Deferre
236,tt0071265,0,1975,100,Crime,Drama,Thriller,nm0335133,La cage,6.3,434,Pierre Granier-Deferre
237,tt0072603,0,1975,91,Crime,Drama,,nm0335133,Adieu poulet,6.8,1741,Pierre Granier-Deferre
238,tt0075370,0,1976,110,Drama,,,nm0335133,Une femme à sa fenêtre,6.1,581,Pierre Granier-Deferre
239,tt0080038,0,1979,90,Drama,War,,nm0335133,Le toubib,5.2,596,Pierre Granier-Deferre
240,tt0083257,0,1981,105,Drama,,,nm0335133,Une étrange affaire,6.8,561,Pierre Granier-Deferre
241,tt0084962,0,1982,124,Crime,Drama,Thriller,nm0335133,L'étoile du Nord,6.4,544,Pierre Granier-Deferre
242,tt0085158,0,1983,93,Comedy,Drama,Music,nm0335133,L'ami de Vincent,6.1,240,Pierre Granier-Deferre
243,tt0089290,0,1985,97,Crime,Drama,,nm0335133,L'homme aux yeux d'argent,5.2,143,Pierre Granier-Deferre
244,tt0090879,0,1986,95,Drama,,,nm0335133,Cours privé,5.5,521,Pierre Granier-Deferre
245,tt0093655,0,1987,102,Crime,,,nm0335133,Noyade interdite,6.1,267,Pierre Granier-Deferre
246,tt0094911,0,1988,81,Comedy,Drama,,nm0335133,La couleur du vent,5.3,23,Pierre Granier-Deferre
247,tt0096857,0,1990,98,Biography,Drama,History,nm0335133,L'Autrichienne,6.0,118,Pierre Granier-Deferre
248,tt0064321,0,1971,86,Action,Crime,Drama,nm0011467,Les Amazones du désir,4.3,469,Al Adamson
