,tconst,isAdult,startYear,runtimeMinutes,genre_1,genre_2,genre_3,directors,title,averageRating,numVotes,primaryName
3143,tt0188083,0,1977,90,Action,Crime,Drama,nm0128764,Assaut sur la ville,6.4,493,Mario Caiano
3144,tt0067516,0,1972,85,Drama,,,nm0049838,L'odeur des fauves,5.2,23,Richard Balducci
3145,tt0068475,0,1972,92,Comedy,,,nm0049838,Quatre souris pour un hold-up,4.8,76,Richard Balducci
3146,tt0069943,0,1972,90,Western,,,nm0049838,Dans la poussière du soleil,5.7,31,Richard Balducci
3147,tt0086235,0,1983,92,Comedy,,,nm0049838,Salut la puce,3.6,40,Richard Balducci
3148,tt0089121,0,1985,90,Comedy,,,nm0049838,Le facteur de Saint-Tropez,4.2,86,Richard Balducci
3149,tt0178428,1,1977,\N,Comedy,,,nm0049838,La face cachée d'Hitler,7.2,7,Richard Balducci
3150,tt0178690,0,1982,95,Comedy,,,nm0049838,N'oublie pas ton père au vestiaire...,3.7,41,Richard Balducci
3151,tt0226246,0,1983,\N,Comedy,,,nm0049838,On l'appelle Catastrophe,3.1,70,Richard Balducci
3152,tt0228697,0,1974,100,Comedy,,,nm0049838,Les demerdards,3.1,16,Richard Balducci
3153,tt0260722,0,1986,92,Comedy,,,nm0049838,Banana's boulevard,2.5,12,Richard Balducci
3154,tt0280045,0,1981,90,Comedy,,,nm0049838,Prends ta Rolls... et va pointer!,4.4,57,Richard Balducci
3155,tt0295040,0,1985,79,Comedy,,,nm0049838,Y'a pas le feu...,3.0,29,Richard Balducci
3156,tt1082822,0,1975,91,Drama,Thriller,,nm0049838,Panthéra,4.7,12,Richard Balducci
3157,tt0067517,0,1971,96,Drama,Romance,War,nm0737380,Les Officiers,7.5,2016,Vladimir Rogovoy
3158,tt0067525,0,1971,98,Action,Drama,Sci-Fi,nm0755963,Le survivant,6.4,32585,Boris Sagal
3159,tt0067526,0,1971,90,Crime,Mystery,Thriller,nm0723260,Homicide parfait au terme de la loi,5.4,138,Tonino Ricci
3160,tt0068964,0,1972,95,Action,Comedy,Thriller,nm0723260,Cinq pour l'or de Los Quadros,5.3,74,Tonino Ricci
3161,tt0070026,0,1972,93,Comedy,,,nm0723260,La grosse affaire,5.5,28,Tonino Ricci
3162,tt0072436,0,1975,97,Action,Adventure,Western,nm0723260,Buck le loup,4.9,173,Tonino Ricci
3163,tt0073917,0,1976,96,Adventure,,,nm0723260,"Robin, flèche et karaté",4.2,42,Tonino Ricci
3164,tt0075035,0,1982,93,Horror,Sci-Fi,,nm0723260,Panique,3.5,821,Tonino Ricci
3165,tt0077225,0,1978,95,Adventure,Crime,Fantasy,nm0723260,Bermudes: Triangle de l'enfer,4.2,180,Tonino Ricci
3166,tt0086222,0,1983,77,Adventure,Sci-Fi,,nm0723260,Rage,4.3,172,Tonino Ricci
3167,tt0087303,0,1984,91,Action,Sci-Fi,Thriller,nm0723260,Rush 2,4.6,169,Tonino Ricci
3168,tt0089207,0,1986,89,Action,War,,nm0723260,Afghanistan Connection,3.5,70,Tonino Ricci
3169,tt0098118,0,1988,87,Action,Adventure,Fantasy,nm0723260,La mission des aventuriers,4.6,74,Tonino Ricci
3170,tt0100273,0,1988,87,Action,,,nm0723260,La nuit des requins,3.7,439,Tonino Ricci
3171,tt0200211,0,1983,91,Action,Adventure,Drama,nm0723260,Thor le guerrier,3.1,423,Tonino Ricci
3172,tt0067527,0,1971,96,Documentary,Sport,,nm0113164,Challenge One,7.7,1467,Bruce Brown
3173,tt0067528,0,1971,88,Comedy,,,nm0095710,Les As de l'impériale,5.9,2087,Harry Booth
3174,tt0067530,0,1970,104,Drama,,,nm0942081,Un jour de la vie d'Ivan Denissovitch,7.1,595,Casper Wrede
3175,tt0073796,0,1974,89,Crime,Drama,Thriller,nm0942081,Un homme voit rouge,5.6,2322,Casper Wrede
3176,tt0067541,0,1971,109,Drama,Thriller,,nm0467646,Outback - Le réveil dans la terreur,7.6,12997,Ted Kotcheff
3177,tt0069786,0,1974,99,Drama,Romance,Western,nm0467646,Un colt pour une corde,6.3,1488,Ted Kotcheff
3178,tt0071155,0,1974,120,Comedy,Drama,,nm0467646,L'apprentissage de Duddy Kravitz,6.8,2576,Ted Kotcheff
3179,tt0076059,0,1977,95,Comedy,Crime,,nm0467646,Touche pas à mon gazon,6.4,4618,Ted Kotcheff
3180,tt0078488,0,1978,112,Comedy,Crime,Mystery,nm0467646,La Grande Cuisine,6.4,2470,Ted Kotcheff
3181,tt0079640,0,1979,119,Comedy,Drama,Sport,nm0467646,40 hommes à abattre,6.9,5615,Ted Kotcheff
3182,tt0083944,0,1982,93,Action,Adventure,Thriller,nm0467646,Rambo,7.7,260361,Ted Kotcheff
3183,tt0084714,0,1982,111,Drama,Romance,,nm0467646,"Split Image, l'envoûtement",6.4,981,Ted Kotcheff
3184,tt0086508,0,1983,105,Action,Drama,Thriller,nm0467646,Retour vers l'enfer,6.3,10954,Ted Kotcheff
3185,tt0096203,0,1988,105,Comedy,Crime,,nm0467646,Scoop,5.9,3906,Ted Kotcheff
3186,tt0098627,0,1989,97,Adventure,Comedy,Crime,nm0467646,Week-end chez Bernie,6.4,59193,Ted Kotcheff
3187,tt0098659,0,1989,110,Drama,,,nm0467646,Winter People,6.2,1595,Ted Kotcheff
3188,tt0067546,0,1972,147,Drama,Musical,Romance,nm0025399,"Pakeezah, coeur pur",7.2,1713,Kamal Amrohi
3189,tt0067550,0,1971,100,Comedy,Crime,,nm0438342,Papa les petits bateaux...,5.3,101,Nelly Kaplan
3190,tt0077979,0,1976,103,Drama,,,nm0438342,Néa,5.8,273,Nelly Kaplan
3191,tt0078954,0,1979,95,Comedy,Drama,Romance,nm0438342,Charles et Lucie,6.3,196,Nelly Kaplan
3192,tt0067554,0,1971,90,Crime,Thriller,,nm0140342,La part des lions,6.0,80,Jean Larriaga
3193,tt0217865,0,1973,97,Crime,Drama,,nm0140342,Un officier de police sans importance,6.4,59,Jean Larriaga
3194,tt0067561,0,1972,77,Drama,,,nm0873569,Pedro le solitaire,5.5,16,Alfredo Tropa
3195,tt0067565,0,1971,122,Comedy,,,nm0542063,Miracle à l'italienne,7.1,580,Nino Manfredi
3196,tt0067570,0,1971,90,Comedy,Family,Fantasy,nm0590160,Les Contes de Beatrix Potter,6.8,614,Reginald Mills
3197,tt0067572,0,1971,101,Drama,,,nm0381228,Les lampes à pétroles,7.2,375,Juraj Herz
3198,tt0078054,0,1978,91,Fantasy,Horror,Mystery,nm0381228,La belle et la bête,7.5,1591,Juraj Herz
3199,tt0081238,0,1979,90,Fantasy,Horror,,nm0381228,Le neuvième coeur,6.6,241,Juraj Herz
3200,tt0083264,0,1982,90,Crime,Horror,Mystery,nm0381228,Le vampire de Ferat,5.8,602,Juraj Herz
3201,tt0067580,0,1971,65,Drama,Fantasy,,nm0081199,Pink Narcissus,6.6,1560,James Bidgood
3202,tt0067588,0,1971,102,Drama,Thriller,,nm0000142,Un frisson dans la nuit,6.9,29938,Clint Eastwood
3203,tt0068699,0,1973,105,Drama,Mystery,Western,nm0000142,L'homme des hautes plaines,7.4,60282,Clint Eastwood
3204,tt0069822,0,1973,106,Drama,Romance,,nm0000142,Breezy,7.0,5425,Clint Eastwood
3205,tt0072926,0,1975,129,Action,Crime,Thriller,nm0000142,La sanction,6.3,20784,Clint Eastwood
3206,tt0075029,0,1976,135,Western,,,nm0000142,Josey Wales hors-la-loi,7.8,75936,Clint Eastwood
3207,tt0076070,0,1977,109,Action,Crime,Thriller,nm0000142,L'Épreuve de force,6.4,24075,Clint Eastwood
3208,tt0080472,0,1980,116,Action,Adventure,Comedy,nm0000142,Bronco Billy,6.1,12229,Clint Eastwood
3209,tt0083943,0,1982,136,Action,Adventure,Thriller,nm0000142,Firefox : L'Arme absolue,5.9,28210,Clint Eastwood
3210,tt0084088,0,1982,122,Comedy,Drama,Music,nm0000142,Honkytonk Man,6.6,9125,Clint Eastwood
3211,tt0086383,0,1983,117,Action,Crime,Thriller,nm0000142,Sudden Impact - Le retour de l'inspecteur Harry,6.6,46517,Clint Eastwood
3212,tt0089767,0,1985,115,Drama,Western,,nm0000142,Pale Rider,7.3,61452,Clint Eastwood
3213,tt0091187,0,1986,130,Drama,War,,nm0000142,Le maître de guerre,6.8,45489,Clint Eastwood
3214,tt0094747,0,1988,161,Biography,Drama,Music,nm0000142,Bird,7.1,12878,Clint Eastwood
3215,tt0100514,0,1990,120,Action,Crime,Drama,nm0000142,La relève,5.9,28071,Clint Eastwood
3216,tt0100928,0,1990,112,Adventure,Drama,,nm0000142,"Chasseur blanc, coeur noir",6.5,12744,Clint Eastwood
3217,tt0067592,0,1971,95,Fantasy,Horror,,nm0109870,La nuit des pétrifiés,6.0,2055,Jean Brismée
3218,tt0067593,0,1971,102,Drama,,,nm0772522,La soudaine richesse des pauvres gens de Kombach,7.0,354,Volker Schlöndorff
3219,tt0068968,0,1972,89,Crime,Drama,,nm0772522,Un crime ordinaire,6.7,98,Volker Schlöndorff
3220,tt0069325,0,1972,100,Drama,,,nm0772522,Feu de paille,6.9,188,Volker Schlöndorff
3221,tt0074515,0,1976,97,Drama,War,,nm0772522,Le coup de grâce,7.0,1354,Volker Schlöndorff
3222,tt0078875,0,1979,142,Drama,War,,nm0772522,Le Tambour,7.5,24894,Volker Schlöndorff
3223,tt0082429,0,1981,108,Drama,War,,nm0772522,Le faussaire,7.1,919,Volker Schlöndorff
3224,tt0088315,0,1984,110,Drama,Romance,,nm0772522,Un amour de Swann,6.5,2019,Volker Schlöndorff
3225,tt0099731,0,1990,109,Drama,Romance,Sci-Fi,nm0772522,La servante écarlate,6.0,10086,Volker Schlöndorff
3226,tt0067595,0,1971,90,Adventure,Animation,Family,nm0937747,Pointes et contrepointes,7.5,2919,Fred Wolf
3227,tt0067600,0,1971,85,Western,,,nm0767890,Déposez les colts,3.7,21,Leopoldo Savona
3228,tt0067912,0,1970,90,Action,Romance,Western,nm0767890,Un homme nommé Apocalypse,6.2,264,Leopoldo Savona
3229,tt0068973,0,1972,85,Mystery,Thriller,,nm0767890,La mort tombe doucement,5.2,150,Leopoldo Savona
3230,tt0155578,0,1972,80,Drama,Horror,,nm0767890,Les démons sexuels,4.9,425,Leopoldo Savona
3231,tt0067602,0,1971,90,Crime,Thriller,,nm0502391,Meurtre par intérim,6.2,933,Umberto Lenzi
3232,tt0067696,0,1972,92,Horror,Mystery,Thriller,nm0502391,Adieu tueur,6.3,2468,Umberto Lenzi
3233,tt0068394,0,1972,91,Horror,Mystery,Thriller,nm0502391,Le couteau de glace,6.1,1137,Umberto Lenzi
3234,tt0069956,0,1972,93,Adventure,Horror,Romance,nm0502391,Au pays de l'exorcisme,5.4,2368,Umberto Lenzi
3235,tt0071537,0,1975,92,Crime,Horror,Mystery,nm0502391,Chats rouges dans un labyrinthe de verre,5.9,1803,Umberto Lenzi
3236,tt0071840,0,1974,99,Crime,Drama,Thriller,nm0502391,La rançon de la peur,7.2,2692,Umberto Lenzi
3237,tt0072196,0,1974,94,Mystery,Thriller,,nm0502391,Spasmo,6.1,1974,Umberto Lenzi
3238,tt0073051,0,1975,93,Action,Crime,Drama,nm0502391,Bracelets de sang,6.4,862,Umberto Lenzi
3239,tt0074952,0,1976,95,Action,Crime,Thriller,nm0502391,Opération casseurs,7.0,1068,Umberto Lenzi
3240,tt0075152,0,1976,95,Action,Crime,Drama,nm0502391,Brigade spéciale,6.9,1565,Umberto Lenzi
3241,tt0075352,0,1976,92,Crime,Drama,,nm0502391,Le clan des pourris,6.4,642,Umberto Lenzi
3242,tt0075720,0,1978,100,Action,Crime,Thriller,nm0502391,Échec au gang,6.7,733,Umberto Lenzi
3243,tt0075852,0,1977,100,Action,Crime,Thriller,nm0502391,"Le cynique, l'infâme, le violent",6.7,1163,Umberto Lenzi
3244,tt0076102,0,1978,107,Drama,War,,nm0502391,La grande bataille,4.7,528,Umberto Lenzi
3245,tt0079019,0,1979,103,Drama,War,,nm0502391,De l'enfer à la victoire,5.3,459,Umberto Lenzi
3246,tt0079872,0,1979,90,Comedy,,,nm0502391,Pardon!... Vous êtes normal?,4.8,109,Umberto Lenzi
3247,tt0080931,0,1980,92,Horror,Sci-Fi,Thriller,nm0502391,L'invasion des zombies,5.6,6436,Umberto Lenzi
3248,tt0081112,0,1980,92,Adventure,Horror,,nm0502391,La secte des cannibales,5.1,4270,Umberto Lenzi
3249,tt0082700,0,1981,93,Adventure,Horror,,nm0502391,Cannibal ferox,5.1,10296,Umberto Lenzi
3250,tt0084036,0,1983,93,Action,Adventure,,nm0502391,La guerre du fer,4.7,1009,Umberto Lenzi
3251,tt0090772,0,1986,91,Action,Drama,War,nm0502391,Commando Panther,4.1,140,Umberto Lenzi
3252,tt0093090,0,1988,95,Horror,Mystery,Thriller,nm0502391,La maison du cauchemar,4.8,2716,Umberto Lenzi
3253,tt0098072,0,1989,95,Horror,Thriller,,nm0502391,Le voyageur de la peur,5.0,807,Umberto Lenzi
3254,tt0099302,0,1990,89,Action,Crime,Thriller,nm0502391,Cop Target,4.5,132,Umberto Lenzi
3255,tt0123025,0,1979,95,Crime,Thriller,,nm0502391,Corléone à Brooklyn,6.4,415,Umberto Lenzi
3256,tt0125700,0,1985,90,Action,Drama,War,nm0502391,Cinq salopards en Amazonie,4.8,115,Umberto Lenzi
3257,tt0134821,0,1973,96,Crime,Drama,Thriller,nm0502391,La guerre des gangs,6.5,679,Umberto Lenzi
3258,tt0135026,0,1975,90,Action,Crime,Thriller,nm0502391,Un flic hors la loi,6.5,330,Umberto Lenzi
3259,tt0210333,0,1987,85,Adventure,Mystery,War,nm0502391,Wartime,4.1,75,Umberto Lenzi
3260,tt0067610,0,1971,91,Comedy,Crime,Mystery,nm0671862,Si tu crois fillette,6.1,2508,Roger Vadim
3261,tt0069990,0,1973,90,Drama,,,nm0671862,Don Juan ou Si Don Juan était une femme...,5.0,1086,Roger Vadim
3262,tt0071694,0,1974,100,Crime,Drama,Mystery,nm0671862,La jeune fille assassinée,5.5,112,Roger Vadim
3263,tt0075369,0,1976,89,Drama,,,nm0671862,Une femme fidèle,5.3,171,Roger Vadim
3264,tt0081228,0,1980,100,Drama,,,nm0671862,Jeux érotiques de nuit,4.8,315,Roger Vadim
3265,tt0082530,0,1981,93,Crime,Drama,,nm0671862,Adorables Faussaires,5.0,150,Roger Vadim
3266,tt0086396,0,1983,100,Comedy,Drama,,nm0671862,Surprise Party,4.7,78,Roger Vadim
3267,tt0145816,0,1972,95,Drama,Romance,,nm0671862,Hellé,6.1,137,Roger Vadim
3268,tt0067625,0,1986,96,Drama,War,,nm0314516,La vérification,7.9,2425,Aleksey German
3269,tt0074447,0,1977,101,Drama,Romance,War,nm0314516,Vingt jours sans guerre,7.8,1474,Aleksey German
3270,tt0084345,0,1985,100,Drama,,,nm0314516,Mon ami Ivan Lapchine,7.5,2499,Aleksey German
3271,tt0067633,0,1971,91,Drama,Thriller,,nm0914386,Punishment Park,7.7,7251,Peter Watkins
3272,tt0123373,0,1977,109,Drama,Sci-Fi,,nm0914386,Force de frappe,7.2,136,Peter Watkins
3273,tt0067638,0,1971,95,Comedy,,,nm0179278,Quand les femmes font Ding Dong,4.1,179,Bruno Corbucci
3274,tt0068300,0,1972,102,Comedy,,,nm0179278,Boccace raconte,6.3,75,Bruno Corbucci
3275,tt0069425,0,1973,87,Comedy,Western,,nm0179278,Les rangers défient les karatékas,5.0,113,Bruno Corbucci
3276,tt0075260,0,1976,93,Action,Comedy,Crime,nm0179278,Flics en jeans,6.1,761,Bruno Corbucci
3277,tt0076026,0,1978,90,Action,Comedy,,nm0179278,Le fils du cheikh,5.9,100,Bruno Corbucci
3278,tt0076388,0,1977,100,Adventure,Comedy,,nm0179278,Messaline impératrice,4.0,297,Bruno Corbucci
3279,tt0076753,0,1976,102,Action,Comedy,,nm0179278,Un flic très spécial,6.3,403,Bruno Corbucci
3280,tt0076754,0,1977,99,Action,Comedy,Crime,nm0179278,Nico l'arnaqueur,6.2,433,Bruno Corbucci
3281,tt0078312,0,1978,91,Action,Comedy,Crime,nm0179278,Brigade anti-mafia,5.9,393,Bruno Corbucci
3282,tt0078802,0,1979,96,Comedy,Crime,Drama,nm0179278,Meurtre sur le Tibre,6.1,340,Bruno Corbucci
3283,tt0079943,0,1979,90,Action,Comedy,Crime,nm0179278,Brigade anti-gangster,5.4,318,Bruno Corbucci
3284,tt0080606,0,1980,92,Comedy,Crime,,nm0179278,Crime à Milan,6.1,384,Bruno Corbucci
3285,tt0083715,0,1983,101,Comedy,Crime,,nm0179278,"Escroc, macho et gigolo",5.6,2021,Bruno Corbucci
3286,tt0085420,0,1984,102,Comedy,Crime,Thriller,nm0179278,Crime en formule 1,5.8,377,Bruno Corbucci
3287,tt0087133,0,1984,96,Comedy,Crime,,nm0179278,Pas folle le flic!,5.5,284,Bruno Corbucci
3288,tt0089591,0,1985,96,Action,Comedy,Crime,nm0179278,Les Super Flics de Miami,6.1,7811,Bruno Corbucci
3289,tt0090601,0,1986,96,Adventure,Comedy,Fantasy,nm0179278,Aladdin,5.3,3406,Bruno Corbucci
3290,tt0150411,0,1970,90,Comedy,,,nm0179278,Deux corniauds dans la brousse,5.2,47,Bruno Corbucci
3291,tt0161389,0,1982,95,Comedy,,,nm0179278,"Le fantôme, ma femme et moi",6.1,788,Bruno Corbucci
3292,tt0175634,0,1971,105,Comedy,Crime,,nm0179278,La grosse combine,5.5,46,Bruno Corbucci
3293,tt0179888,0,1971,107,Comedy,,,nm0179278,Deux trouillards pistonnés,5.7,23,Bruno Corbucci
3294,tt0067641,0,1971,87,Drama,Romance,,nm0000975,Quatre nuits d'un rêveur,7.3,2880,Robert Bresson
3295,tt0071737,0,1974,88,Drama,Fantasy,Romance,nm0000975,Lancelot du Lac,6.9,4045,Robert Bresson
3296,tt0075938,0,1977,95,Drama,,,nm0000975,Le diable probablement,7.1,4268,Robert Bresson
3297,tt0085180,0,1983,85,Crime,Drama,,nm0000975,L'argent,7.4,10898,Robert Bresson
3298,tt0067650,0,1971,99,Drama,War,,nm0368871,Le 5ème commando,5.5,2340,Henry Hathaway
3299,tt0067750,0,1971,95,Drama,Western,,nm0368871,Quand siffle la dernière balle,6.1,2104,Henry Hathaway
3300,tt0067663,0,1971,122,Horror,,,nm0354793,Réincarnation,4.9,130,Don Haldane
3301,tt0067667,0,1971,90,Drama,Music,War,nm0217974,Rendez-vous à Bray,7.3,527,André Delvaux
3302,tt0080110,0,1979,111,Drama,Romance,War,nm0217974,Femme entre chien et loup,6.3,286,André Delvaux
3303,tt0085229,0,1983,105,Drama,Romance,,nm0217974,Benvenuta,6.5,205,André Delvaux
3304,tt0095773,0,1988,110,Drama,History,,nm0217974,L'oeuvre au noir,7.0,474,André Delvaux
3305,tt0067676,0,1971,84,Western,,,nm0611652,"Creuse ta fosse, j'aurai ta peau",3.9,142,Edoardo Mulargia
3306,tt0069479,0,1971,90,Western,,,nm0611652,Viva Django,5.8,539,Edoardo Mulargia
3307,tt0074530,0,1976,88,Adventure,Comedy,Romance,nm0611652,Veuves excitées,4.9,87,Edoardo Mulargia
3308,tt0079115,0,1980,93,Adventure,Crime,Thriller,nm0611652,Les évadées,4.8,539,Edoardo Mulargia
3309,tt0067685,0,1971,100,Comedy,Crime,Drama,nm0515491,Scandale à Rome,6.8,222,Carlo Lizzani
3310,tt0069395,0,1972,105,Crime,Drama,,nm0515491,La vengeance du Sicilien,5.9,368,Carlo Lizzani
3311,tt0071369,0,1974,100,Crime,Drama,,nm0515491,Jo le fou,6.2,520,Carlo Lizzani
3312,tt0071880,0,1974,126,Biography,Drama,History,nm0515491,Les derniers jours de Mussolini,6.6,793,Carlo Lizzani
3313,tt0076043,0,1980,139,Drama,,,nm0515491,Fontamara,7.1,67,Carlo Lizzani
3314,tt0076275,0,1977,105,Drama,,,nm0515491,Double plaisir,5.3,242,Carlo Lizzani
3315,tt0087430,0,1983,89,Crime,Drama,Horror,nm0515491,The house of the yellow carpet,6.1,393,Carlo Lizzani
3316,tt0201057,0,1976,101,Crime,Drama,,nm0515491,Kill to kill - Tuer pour tuer,6.8,424,Carlo Lizzani
3317,tt0067686,0,1971,101,Adventure,Drama,History,nm0689796,Le voleur de chevaux,5.0,271,Abraham Polonsky
3318,tt0067690,0,1971,87,Horror,,,nm0478176,Les lèvres rouges,6.5,6442,Harry Kümel
3319,tt0078458,0,1978,94,Drama,,,nm0478176,Le paradis perdu,6.4,121,Harry Kümel
3320,tt0067699,0,1971,94,Drama,,,nm0415617,Un coin tranquille,5.0,1229,Henry Jaglom
3321,tt0081522,0,1980,87,Comedy,Crime,,nm0415617,Canards à l'oseille,6.2,224,Henry Jaglom
3322,tt0085287,0,1983,90,Comedy,Romance,,nm0415617,Can She Bake a Cherry Pie?,5.6,370,Henry Jaglom
3323,tt0099480,0,1990,110,Comedy,Drama,,nm0415617,Eating - Le dernier secret des femmes,6.2,309,Henry Jaglom
3324,tt0067701,0,1971,124,Comedy,Drama,,nm0849609,La salamandre,7.3,791,Alain Tanner
3325,tt0074718,0,1976,110,Drama,,,nm0849609,Jonas qui aura 25 ans en l'an 2000,7.5,1138,Alain Tanner
3326,tt0085400,0,1983,108,Drama,,,nm0849609,Dans la ville blanche,7.3,1306,Alain Tanner
3327,tt0089693,0,1985,110,Drama,,,nm0849609,No Man's Land,6.2,146,Alain Tanner
3328,tt0094218,0,1987,110,Drama,,,nm0849609,Une flamme dans mon coeur,6.3,266,Alain Tanner
3329,tt0067708,0,1973,90,Action,Crime,Horror,nm0217035,Santo et Blue Demon contre Dracula et le loup-garou,5.4,417,Miguel M. Delgado
3330,tt0067711,0,1971,96,Comedy,Drama,,nm0707597,Un Roméo de banlieue,5.7,190,Alvin Rakoff
3331,tt0078976,0,1979,106,Action,Drama,,nm0707597,Cité en feu,4.3,1418,Alvin Rakoff
3332,tt0080603,0,1980,91,Adventure,Horror,Mystery,nm0707597,Cauchemar nazi,4.8,5208,Alvin Rakoff
3333,tt0080630,0,1980,95,Comedy,,,nm0707597,"Accroche-toi, j'arrive",4.6,146,Alvin Rakoff
3334,tt0067716,0,1973,80,Comedy,Horror,Sci-Fi,nm0000484,"Schlock, le tueur à la banane...!",5.6,1751,John Landis
3335,tt0076257,0,1977,83,Comedy,,,nm0000484,Hamburger film sandwich,6.4,19329,John Landis
3336,tt0077975,0,1978,109,Comedy,,,nm0000484,American College,7.4,124421,John Landis
3337,tt0080455,0,1980,133,Action,Adventure,Comedy,nm0000484,Les Blues Brothers,7.9,204796,John Landis
3338,tt0082010,0,1981,97,Comedy,Horror,,nm0000484,Le Loup-garou de Londres,7.5,111975,John Landis
3339,tt0086465,0,1983,116,Comedy,,,nm0000484,Un fauteuil pour deux,7.5,157059,John Landis
3340,tt0089346,0,1985,115,Action,Comedy,Crime,nm0000484,Série noire pour une nuit blanche,6.4,12937,John Landis
3341,tt0090056,0,1985,102,Adventure,Comedy,,nm0000484,Drôles d'espions,6.4,51095,John Landis
3342,tt0092086,0,1986,104,Comedy,Western,,nm0000484,¡Trois amigos!,6.5,78638,John Landis
3343,tt0094898,0,1988,117,Comedy,Romance,,nm0000484,Un prince à New York,7.1,213515,John Landis
3344,tt0067725,0,1971,92,Drama,,,nm0767697,Jeux intimes,5.2,293,Philip Saville
3345,tt0067732,0,1972,98,Crime,Drama,Horror,nm0407061,La Semaine d'un assassin,6.2,1614,Eloy de la Iglesia
3346,tt0067836,0,1971,92,Drama,Horror,Mystery,nm0407061,El techo de cristal,6.4,269,Eloy de la Iglesia
3347,tt0070126,0,1973,97,Crime,Drama,Sci-Fi,nm0407061,Le Bal du vaudou,5.7,496,Eloy de la Iglesia
3348,tt0075069,0,1977,95,Drama,,,nm0407061,Les plaisirs cachés,6.8,283,Eloy de la Iglesia
3349,tt0075889,0,1977,100,Drama,,,nm0407061,La créature,5.7,204,Eloy de la Iglesia
3350,tt0077438,0,1978,110,Drama,,,nm0407061,L'aveu d'un député,6.7,667,Eloy de la Iglesia
3351,tt0080554,0,1982,117,Drama,,,nm0407061,Colegas,6.4,603,Eloy de la Iglesia
3352,tt0086104,0,1983,110,Drama,,,nm0407061,Overdose,6.8,1067,Eloy de la Iglesia
3353,tt0087913,0,1984,120,Drama,,,nm0407061,L'enfer de la drogue 2,6.3,560,Eloy de la Iglesia
3354,tt0067741,0,1971,100,Action,Crime,Thriller,nm0662953,"Shaft, les nuits de Harlem",6.6,19958,Gordon Parks
3355,tt0069257,0,1972,104,Action,Crime,Drama,nm0662953,Les nouveaux exploits de Shaft,6.0,3399,Gordon Parks
3356,tt0072228,0,1974,90,Action,Comedy,Crime,nm0662953,Les superflics,6.6,1072,Gordon Parks
3357,tt0067755,0,1971,129,Drama,History,,nm0793983,Silence,7.2,1112,Masahiro Shinoda
3358,tt0073841,0,1975,95,Drama,Fantasy,Horror,nm0793983,Sous les cerisiers en fleurs,7.3,1008,Masahiro Shinoda
3359,tt0076124,0,1977,109,Drama,,,nm0793983,"Orine, la proscrite",7.4,592,Masahiro Shinoda
3360,tt0079041,0,1979,123,Fantasy,Romance,,nm0793983,L'étang du démon,7.0,427,Masahiro Shinoda
3361,tt0067756,0,1972,89,Drama,Sci-Fi,,nm0874320,Silent Running,6.6,30203,Douglas Trumbull
3362,tt0085271,0,1983,106,Sci-Fi,Thriller,,nm0874320,Brainstorm,6.4,12379,Douglas Trumbull
3363,tt0067761,0,1971,136,Drama,,,nm0163736,Slalom aquatique,4.8,129,Bruce D. Clark
3364,tt0082431,0,1981,81,Action,Adventure,Horror,nm0163736,La galaxie de la terreur,5.0,8215,Bruce D. Clark
3365,tt0067769,0,1971,103,Western,,,nm0283052,Ma dernière balle sera pour toi!,6.8,360,Aldo Florio
3366,tt0067773,0,1971,97,Crime,Drama,,nm0004654,Quelqu'un derrière la porte,5.8,1541,Nicolas Gessner
3367,tt0074806,0,1976,91,Drama,Horror,Mystery,nm0004654,La petite fille au bout du chemin,7.0,16871,Nicolas Gessner
3368,tt0077428,0,1980,95,Comedy,Crime,,nm0004654,2 affreux sur le sable,4.2,137,Nicolas Gessner
3369,tt0098154,0,1988,94,Drama,Thriller,,nm0004654,Passe-passe,4.8,73,Nicolas Gessner
3370,tt0067774,0,1971,114,Action,Adventure,Drama,nm0000056,Ne lâchez pas d' un pouce!,6.9,4187,Paul Newman
3371,tt0068528,0,1972,100,Drama,,,nm0000056,De l'influence des rayons gamma sur le comportement des marguerites,7.4,2519,Paul Newman
3372,tt0087386,0,1984,120,Drama,,,nm0000056,L'affrontement,5.8,2256,Paul Newman
3373,tt0093093,0,1987,134,Drama,,,nm0000056,La ménagerie de verre,7.1,2136,Paul Newman
3374,tt0067778,0,1971,118,Comedy,Drama,,nm0001501,Le souffle au coeur,7.6,10339,Louis Malle
3375,tt0071733,0,1974,138,Drama,War,,nm0001501,Lacombe Lucien,7.6,7420,Louis Malle
3376,tt0071999,0,1974,94,Documentary,,,nm0001501,Place de la République,7.1,423,Louis Malle
3377,tt0072709,0,1975,100,Fantasy,Horror,Mystery,nm0001501,Black Moon,6.1,5964,Louis Malle
3378,tt0078111,0,1978,110,Drama,,,nm0001501,La petite,6.5,11658,Louis Malle
3379,tt0080388,0,1980,104,Crime,Drama,Romance,nm0001501,Atlantic City,7.3,17466,Louis Malle
3380,tt0082783,0,1981,110,Comedy,Drama,,nm0001501,My Dinner with Andre,7.7,23124,Louis Malle
3381,tt0087096,0,1984,91,Adventure,Comedy,Crime,nm0001501,Effraction avec préméditation,5.2,1482,Louis Malle
3382,tt0088689,0,1985,98,Action,Drama,Romance,nm0001501,Alamo Bay,6.1,1266,Louis Malle
3383,tt0092593,0,1987,104,Drama,War,,nm0001501,Le nouveau,8.0,34760,Louis Malle
